{'loss': 0.0004, 'grad_norm': 10.177204132080078, 'learning_rate': 0.0, 'num_tokens': 3114.0, 'completions/mean_length': 114.625, 'completions/min_length': 82.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 110.16667175292969, 'completions/min_terminated_length': 82.0, 'completions/max_terminated_length': 127.0, 'rewards/format_reward_fn/mean': 0.15000000596046448, 'rewards/format_reward_fn/std': 0.08944272249937057, 'rewards/kisan_reward_fn/mean': 0.18125000596046448, 'rewards/kisan_reward_fn/std': 0.08732125163078308, 'reward': 0.33125001192092896, 'reward_std': 0.16422486305236816, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.39660185854882, 'epoch': 0.02}
{'loss': 0.0416, 'grad_norm': 12.15707015991211, 'learning_rate': 4.444444444444444e-06, 'num_tokens': 112370.0, 'completions/mean_length': 104.6875, 'completions/min_length': 60.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 99.30769348144531, 'completions/min_terminated_length': 60.0, 'completions/max_terminated_length': 123.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.18437500298023224, 'rewards/kisan_reward_fn/std': 0.07465197890996933, 'reward': 0.34687501192092896, 'reward_std': 0.10870189964771271, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 41.63245890289545, 'epoch': 0.62}
{'loss': 0.011, 'grad_norm': 4.6727728843688965, 'learning_rate': 4.2592592592592596e-06, 'num_tokens': 115281.0, 'completions/mean_length': 101.9375, 'completions/min_length': 72.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.125, 'completions/mean_terminated_length': 98.21428680419922, 'completions/min_terminated_length': 72.0, 'completions/max_terminated_length': 125.0, 'rewards/format_reward_fn/mean': 0.17500001192092896, 'rewards/format_reward_fn/std': 0.06831301003694534, 'rewards/kisan_reward_fn/mean': 0.19374999403953552, 'rewards/kisan_reward_fn/std': 0.0655108168721199, 'reward': 0.3687500059604645, 'reward_std': 0.10559466481208801, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 10.997019939124584, 'epoch': 0.63}
{'loss': 0.0005, 'grad_norm': 7.806126594543457, 'learning_rate': 4.074074074074074e-06, 'num_tokens': 118308.0, 'completions/mean_length': 109.1875, 'completions/min_length': 72.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 102.91667175292969, 'completions/min_terminated_length': 72.0, 'completions/max_terminated_length': 117.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.19062501192092896, 'rewards/kisan_reward_fn/std': 0.08003906160593033, 'reward': 0.3531250059604645, 'reward_std': 0.12047485262155533, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 0.4657841958105564, 'epoch': 0.65}
{'loss': 0.0005, 'grad_norm': 6.216256141662598, 'learning_rate': 3.88888888888889e-06, 'num_tokens': 121310.0, 'completions/mean_length': 107.625, 'completions/min_length': 64.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 100.83333587646484, 'completions/min_terminated_length': 64.0, 'completions/max_terminated_length': 126.0, 'rewards/format_reward_fn/mean': 0.15000000596046448, 'rewards/format_reward_fn/std': 0.08944272249937057, 'rewards/kisan_reward_fn/mean': 0.19374999403953552, 'rewards/kisan_reward_fn/std': 0.09639330208301544, 'reward': 0.34375, 'reward_std': 0.17614123225212097, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.5335802808403969, 'epoch': 0.67}
{'loss': 0.0003, 'grad_norm': 7.153343677520752, 'learning_rate': 3.7037037037037037e-06, 'num_tokens': 124423.0, 'completions/mean_length': 114.5625, 'completions/min_length': 97.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 110.08333587646484, 'completions/min_terminated_length': 97.0, 'completions/max_terminated_length': 127.0, 'rewards/format_reward_fn/mean': 0.15000000596046448, 'rewards/format_reward_fn/std': 0.08944272249937057, 'rewards/kisan_reward_fn/mean': 0.17812499403953552, 'rewards/kisan_reward_fn/std': 0.07739240676164627, 'reward': 0.328125, 'reward_std': 0.1183166578412056, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 0.30186884105205536, 'epoch': 0.68}
{'loss': 0.0009, 'grad_norm': 8.880475044250488, 'learning_rate': 3.5185185185185187e-06, 'num_tokens': 127444.0, 'completions/mean_length': 108.8125, 'completions/min_length': 84.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 104.3846206665039, 'completions/min_terminated_length': 84.0, 'completions/max_terminated_length': 124.0, 'rewards/format_reward_fn/mean': 0.17500001192092896, 'rewards/format_reward_fn/std': 0.06831301003694534, 'rewards/kisan_reward_fn/mean': 0.21875, 'rewards/kisan_reward_fn/std': 0.08139410614967346, 'reward': 0.39375001192092896, 'reward_std': 0.09999769926071167, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.8769409731030464, 'epoch': 0.7}
{'loss': 0.0009, 'grad_norm': 5.0739359855651855, 'learning_rate': 3.3333333333333333e-06, 'num_tokens': 130464.0, 'completions/mean_length': 108.75, 'completions/min_length': 80.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 104.30769348144531, 'completions/min_terminated_length': 80.0, 'completions/max_terminated_length': 128.0, 'rewards/format_reward_fn/mean': 0.17500001192092896, 'rewards/format_reward_fn/std': 0.06831301003694534, 'rewards/kisan_reward_fn/mean': 0.21875, 'rewards/kisan_reward_fn/std': 0.08139411360025406, 'reward': 0.39375001192092896, 'reward_std': 0.09868932515382767, 'frac_reward_zero_std': 0.5, 'completion_length': 128.0, 'kl': 0.9246919974684715, 'epoch': 0.72}
{'loss': 0.0008, 'grad_norm': 14.172576904296875, 'learning_rate': 3.1481481481481483e-06, 'num_tokens': 133394.0, 'completions/mean_length': 103.125, 'completions/min_length': 71.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.0625, 'completions/mean_terminated_length': 101.4666748046875, 'completions/min_terminated_length': 71.0, 'completions/max_terminated_length': 125.0, 'rewards/format_reward_fn/mean': 0.17500001192092896, 'rewards/format_reward_fn/std': 0.06831301003694534, 'rewards/kisan_reward_fn/mean': 0.21562498807907104, 'rewards/kisan_reward_fn/std': 0.07238497585058212, 'reward': 0.390625, 'reward_std': 0.08031632006168365, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 0.8499216139316559, 'epoch': 0.73}
{'loss': 0.0006, 'grad_norm': 1.6545032262802124, 'learning_rate': 2.962962962962963e-06, 'num_tokens': 136427.0, 'completions/mean_length': 109.5625, 'completions/min_length': 78.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 105.30769348144531, 'completions/min_terminated_length': 78.0, 'completions/max_terminated_length': 121.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.19687500596046448, 'rewards/kisan_reward_fn/std': 0.08459462970495224, 'reward': 0.359375, 'reward_std': 0.11835192888975143, 'frac_reward_zero_std': 0.5, 'completion_length': 128.0, 'kl': 0.5509386453777552, 'epoch': 0.75}
{'loss': 0.0011, 'grad_norm': 3.9724106788635254, 'learning_rate': 2.7777777777777783e-06, 'num_tokens': 139321.0, 'completions/mean_length': 100.875, 'completions/min_length': 79.0, 'completions/max_length': 127.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 100.875, 'completions/min_terminated_length': 79.0, 'completions/max_terminated_length': 127.0, 'rewards/format_reward_fn/mean': 0.20000000298023224, 'rewards/format_reward_fn/std': 0.0, 'rewards/kisan_reward_fn/mean': 0.22500000894069672, 'rewards/kisan_reward_fn/std': 0.044721364974975586, 'reward': 0.42500001192092896, 'reward_std': 0.03943375125527382, 'frac_reward_zero_std': 0.25, 'completion_length': 127.0, 'kl': 1.1267904713749886, 'epoch': 0.77}
{'loss': 0.0008, 'grad_norm': 6.853662490844727, 'learning_rate': 2.5925925925925925e-06, 'num_tokens': 142340.0, 'completions/mean_length': 108.6875, 'completions/min_length': 81.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 102.25, 'completions/min_terminated_length': 81.0, 'completions/max_terminated_length': 124.0, 'rewards/format_reward_fn/mean': 0.15000000596046448, 'rewards/format_reward_fn/std': 0.08944272249937057, 'rewards/kisan_reward_fn/mean': 0.1875, 'rewards/kisan_reward_fn/std': 0.09219545125961304, 'reward': 0.3375000059604645, 'reward_std': 0.16210192441940308, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.8477558046579361, 'epoch': 0.78}
{'loss': 0.001, 'grad_norm': 8.183759689331055, 'learning_rate': 2.4074074074074075e-06, 'num_tokens': 145260.0, 'completions/mean_length': 102.5, 'completions/min_length': 81.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 96.61538696289062, 'completions/min_terminated_length': 81.0, 'completions/max_terminated_length': 115.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.18437498807907104, 'rewards/kisan_reward_fn/std': 0.07465197890996933, 'reward': 0.34687501192092896, 'reward_std': 0.10870189964771271, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 1.0223020911216736, 'epoch': 0.8}
{'loss': 0.001, 'grad_norm': 4.2404985427856445, 'learning_rate': 2.222222222222222e-06, 'num_tokens': 148216.0, 'completions/mean_length': 104.75, 'completions/min_length': 73.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 97.0, 'completions/min_terminated_length': 73.0, 'completions/max_terminated_length': 123.0, 'rewards/format_reward_fn/mean': 0.15000000596046448, 'rewards/format_reward_fn/std': 0.08944272249937057, 'rewards/kisan_reward_fn/mean': 0.1875, 'rewards/kisan_reward_fn/std': 0.09219545125961304, 'reward': 0.3375000059604645, 'reward_std': 0.16364122927188873, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.9623808041214943, 'epoch': 0.82}
{'loss': 0.0009, 'grad_norm': 3.1301357746124268, 'learning_rate': 2.037037037037037e-06, 'num_tokens': 151118.0, 'completions/mean_length': 101.375, 'completions/min_length': 79.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.0625, 'completions/mean_terminated_length': 99.60000610351562, 'completions/min_terminated_length': 79.0, 'completions/max_terminated_length': 122.0, 'rewards/format_reward_fn/mean': 0.1875, 'rewards/format_reward_fn/std': 0.05000000074505806, 'rewards/kisan_reward_fn/mean': 0.22187499701976776, 'rewards/kisan_reward_fn/std': 0.0657489001750946, 'reward': 0.40937501192092896, 'reward_std': 0.08033377677202225, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 0.9148811995983124, 'epoch': 0.83}
{'loss': 0.0004, 'grad_norm': 3.681687355041504, 'learning_rate': 1.8518518518518519e-06, 'num_tokens': 154221.0, 'completions/mean_length': 113.9375, 'completions/min_length': 91.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.375, 'completions/mean_terminated_length': 105.5, 'completions/min_terminated_length': 91.0, 'completions/max_terminated_length': 121.0, 'rewards/format_reward_fn/mean': 0.125, 'rewards/format_reward_fn/std': 0.10000000149011612, 'rewards/kisan_reward_fn/mean': 0.16249999403953552, 'rewards/kisan_reward_fn/std': 0.09746795147657394, 'reward': 0.2875000238418579, 'reward_std': 0.164951890707016, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.441728375852108, 'epoch': 0.85}
{'loss': 0.0169, 'grad_norm': 20.188156127929688, 'learning_rate': 1.6666666666666667e-06, 'num_tokens': 157324.0, 'completions/mean_length': 113.9375, 'completions/min_length': 91.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.3125, 'completions/mean_terminated_length': 107.54545593261719, 'completions/min_terminated_length': 91.0, 'completions/max_terminated_length': 127.0, 'rewards/format_reward_fn/mean': 0.13750000298023224, 'rewards/format_reward_fn/std': 0.09574271738529205, 'rewards/kisan_reward_fn/mean': 0.16562500596046448, 'rewards/kisan_reward_fn/std': 0.08702251315116882, 'reward': 0.3031250238418579, 'reward_std': 0.14934465289115906, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 16.916132006794214, 'epoch': 0.87}
{'loss': 0.0007, 'grad_norm': 2.6504714488983154, 'learning_rate': 1.4814814814814815e-06, 'num_tokens': 160365.0, 'completions/mean_length': 110.0625, 'completions/min_length': 78.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 105.92308044433594, 'completions/min_terminated_length': 78.0, 'completions/max_terminated_length': 126.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.18437498807907104, 'rewards/kisan_reward_fn/std': 0.07465197890996933, 'reward': 0.34687501192092896, 'reward_std': 0.11488018929958344, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 0.6632939428091049, 'epoch': 0.88}
{'loss': 0.0009, 'grad_norm': 9.411006927490234, 'learning_rate': 1.2962962962962962e-06, 'num_tokens': 163341.0, 'completions/mean_length': 106.0, 'completions/min_length': 75.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 100.92308044433594, 'completions/min_terminated_length': 75.0, 'completions/max_terminated_length': 127.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.203125, 'rewards/kisan_reward_fn/std': 0.08844726532697678, 'reward': 0.3656250238418579, 'reward_std': 0.12873032689094543, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.9047130346298218, 'epoch': 0.9}
{'loss': 0.0008, 'grad_norm': 6.468609809875488, 'learning_rate': 1.111111111111111e-06, 'num_tokens': 166313.0, 'completions/mean_length': 105.75, 'completions/min_length': 76.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.1875, 'completions/mean_terminated_length': 100.61538696289062, 'completions/min_terminated_length': 76.0, 'completions/max_terminated_length': 120.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.203125, 'rewards/kisan_reward_fn/std': 0.08844726532697678, 'reward': 0.3656249940395355, 'reward_std': 0.13124769926071167, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.7628332376480103, 'epoch': 0.92}
{'loss': 0.0012, 'grad_norm': 9.875921249389648, 'learning_rate': 9.259259259259259e-07, 'num_tokens': 169153.0, 'completions/mean_length': 97.5, 'completions/min_length': 69.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 87.33333587646484, 'completions/min_terminated_length': 69.0, 'completions/max_terminated_length': 120.0, 'rewards/format_reward_fn/mean': 0.15000000596046448, 'rewards/format_reward_fn/std': 0.08944272249937057, 'rewards/kisan_reward_fn/mean': 0.20000000298023224, 'rewards/kisan_reward_fn/std': 0.10000000149011612, 'reward': 0.3500000238418579, 'reward_std': 0.11249999701976776, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 1.1941965073347092, 'epoch': 0.93}
{'loss': 0.5832, 'grad_norm': 630.9967041015625, 'learning_rate': 7.407407407407407e-07, 'num_tokens': 172131.0, 'completions/mean_length': 106.125, 'completions/min_length': 75.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 98.83333587646484, 'completions/min_terminated_length': 75.0, 'completions/max_terminated_length': 125.0, 'rewards/format_reward_fn/mean': 0.16250000894069672, 'rewards/format_reward_fn/std': 0.0806225836277008, 'rewards/kisan_reward_fn/mean': 0.18437498807907104, 'rewards/kisan_reward_fn/std': 0.07465197890996933, 'reward': 0.34687501192092896, 'reward_std': 0.11488018929958344, 'frac_reward_zero_std': 0.25, 'completion_length': 128.0, 'kl': 583.2163554802537, 'epoch': 0.95}
{'loss': 0.0044, 'grad_norm': 6.4500203132629395, 'learning_rate': 5.555555555555555e-07, 'num_tokens': 175026.0, 'completions/mean_length': 100.9375, 'completions/min_length': 73.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 91.91667175292969, 'completions/min_terminated_length': 73.0, 'completions/max_terminated_length': 128.0, 'rewards/format_reward_fn/mean': 0.15000000596046448, 'rewards/format_reward_fn/std': 0.08944272249937057, 'rewards/kisan_reward_fn/mean': 0.1875, 'rewards/kisan_reward_fn/std': 0.09219545125961304, 'reward': 0.3375000059604645, 'reward_std': 0.16981951892375946, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 4.421209022402763, 'epoch': 0.97}
{'loss': 0.0009, 'grad_norm': 2.8285534381866455, 'learning_rate': 3.7037037037037036e-07, 'num_tokens': 177930.0, 'completions/mean_length': 101.5, 'completions/min_length': 55.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.125, 'completions/mean_terminated_length': 97.71428680419922, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 127.0, 'rewards/format_reward_fn/mean': 0.17500001192092896, 'rewards/format_reward_fn/std': 0.06831301003694534, 'rewards/kisan_reward_fn/mean': 0.19374999403953552, 'rewards/kisan_reward_fn/std': 0.0655108168721199, 'reward': 0.3687500059604645, 'reward_std': 0.06495190411806107, 'frac_reward_zero_std': 0.5, 'completion_length': 128.0, 'kl': 0.8951985985040665, 'epoch': 0.98}
{'loss': 0.0007, 'grad_norm': 5.12780237197876, 'learning_rate': 1.8518518518518518e-07, 'num_tokens': 180972.0, 'completions/mean_length': 110.125, 'completions/min_length': 82.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.3125, 'completions/mean_terminated_length': 102.0, 'completions/min_terminated_length': 82.0, 'completions/max_terminated_length': 128.0, 'rewards/format_reward_fn/mean': 0.13750000298023224, 'rewards/format_reward_fn/std': 0.09574271738529205, 'rewards/kisan_reward_fn/mean': 0.16562500596046448, 'rewards/kisan_reward_fn/std': 0.08702251315116882, 'reward': 0.3031249940395355, 'reward_std': 0.19295747578144073, 'frac_reward_zero_std': 0.0, 'completion_length': 128.0, 'kl': 0.6565934866666794, 'epoch': 1.0}
